last_name,congress,house,days_until_term_ends,sex,days_since_strike,relevant,date,loyalty,state_code,dim_2,id,dim_1,office_attainment_type,first_name,strike_recently,icpsr,sentiment,dronebase,title,occupancy,restraining,state,votes,party,filibuster,extreme
MCCAIN,111,0,539,1,3,1,7/13/09,0,61,-0.621,e6fb2d3e455b0f0f3f852f1bcaed260c,0.382,1,John,1,15039,,2,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2010--Continued,0,,ARIZONA,607,0,0,0
HARKIN,108,0,1559,1,102,1,9/27/04,0,31,-0.546,5ed275b0cb7449258aafa32074e8eb33,-0.351,1,Thomas,0,14230,1,0,IRAQ,0,0,IOWA,500,1,0,0
POE,113,1,396,1,4,0,12/3/13,0,49,0.058,7236da9f5ac493f3fdfdeeb07c9cbd01,0.592,1,Ted,1,20528,,2,AMAZON PRIME AIR,0,,TEXAS,974,0,0,0
,107,,,,,1,6/19/02,0,,,a6b4f76ace535aca0bf2071fa3345a97,,,,1,,1,,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2003,,0,,,,0,
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,7b51a958525ad8768c4ac191c17bb72a,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
,108,,,,0,1,6/17/04,0,,,249725b0d26bea97c313a2d6cf6c8323,,,,1,,1,,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2005,,0,,,,0,
POE,113,1,689,1,5,0,2/13/13,0,49,0.058,8558b10dc79f9ce667c931970a4e03f2,0.592,1,Ted,1,20528,,2,"THE DRONES ARE COMING,
  PAGE II",0,,TEXAS,974,0,0,0
CORNYN,113,0,381,1,6,1,12/18/13,0,49,-0.007,8d39641331ff0034697d295d7327cd8d,0.499,1,John,1,40305,0,2,MAKING CONTINUING APPROPRIATIONS FOR FISCAL YEAR 2013,0,,TEXAS,534,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,6f975e0c99161f6ed981e653fe9f64b8,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
INSLEE,108,1,195,1,5,0,6/22/04,0,73,-0.194,a2c51b567c7a563d669451f15175f8fb,-0.33,1,Jay,1,29937,,1,IRAQ WATCH,0,,WASHING,841,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,7c4c274dc0f25c69388680df3c87e230,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
DREIER,110,1,235,1,58,0,5/13/08,1,71,-0.084,b14a5e86790efebd5582704ededc8076,0.478,1,David,0,14813,,2,IN HONOR OF PHILIP G. BARDOS,0,,CALIFOR,1350,0,0,0
BYRD,108,0,1323,1,199,0,5/21/03,0,56,0.729,a81f559deb859ac29102a6b101f2c272,-0.309,1,Robert,0,1366,,1,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2004,0,,WEST VI,504,1,0,0
,110,,,,8,0,5/22/08,0,,,67b77ca308852dde31067788b46da8ef,,,,0,,,,House of Representatives,,,,,,0,
POE,114,1,725,1,5,0,1/9/15,0,49,0.058,790f789f9a194a88f6eefb96da025922,0.592,1,Ted,1,20528,,2,CHRISTMAS DRONES,0,,TEXAS,956,0,0,0
KUCINICH,111,1,599,1,2,1,5/14/09,1,24,0.024,e7ef9ced9036419a9694baa0abd8cb59,-0.582,1,Dennis,1,29748,0,0,"PROVIDING FOR CONSIDERATION OF H.R. 2346, SUPPLEMENTAL APPROPRIATIONS 
  ACT, 2009",0,,OHIO,982,1,0,0
FEINSTEIN,113,0,1687,0,10,1,5/22/14,1,71,-0.188,c6929fc2b2cd2a83c53423f1a06d38ba,-0.263,1,Dianne,0,49300,0,2,UNANIMOUS CONSENT REQUESTS--H.R. 4031 and S. 1982,0,,CALIFOR,523,1,0,0
Barrasso,115,,639,1,2,,4/4/17,1,,,6fc546689b92f13c9a8e20997e2217aa,,,John,1,,,0,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,,,WYOMING,,0,0,
WOLF,113,1,710,1,0,1,1/23/13,0,40,-0.213,1ff4bceb8ab9b46010827557ccbcf8b6,0.284,1,Frank,1,14869,0,1,TERRORIST ATTACK IN BENGHAZI,0,,VIRGINI,1005,0,0,0
LEE,113,0,1399,1,26,1,3/6/13,0,67,-0.509,4582d8d93c66a08e205638c3792445f5,0.861,1,Mike,0,41110,1,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,0,UTAH,533,0,0,1
BURGESS,112,1,190,1,1,1,6/27/12,0,49,-0.153,faffbdd9c950b059978514949a073526,0.565,1,Michael,1,20355,0,2,"TRANSPORTATION, HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2013",0,,TEXAS,1412,0,0,0
KUCINICH,112,1,3,1,2,1,12/31/12,1,24,0.024,dcdf9c5e8663e1a0fb427bf067c13018,-0.582,1,Dennis,1,29748,0,0,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2013,0,,OHIO,1357,1,0,0
MCGOVERN,113,1,218,1,18,1,5/30/14,1,3,-0.338,28f4b4f8f5577fe33a0cdc889a605e1d,-0.534,1,James,0,29729,0,0,"PROVIDING FOR CONSIDERATION OF H.R. 4745, TRANSPORTATION, HOUSING AND 
  ACT FOR FISCAL YEARS 2014 AND 2015; AND FOR OTHER PURPOSES",0,,MASSACH,1001,1,0,0
,112,,,,23,1,2/15/11,0,,,2375d494775cdc8e8a82071627b02775,,,,0,,1,,"FULL-YEAR CONTINUING APPROPRIATIONS ACT, 2011",,0,,,,0,
FEINSTEIN,114,0,1295,0,9,0,6/18/15,1,71,-0.188,73111d6b43a0d215fabbe602c3afc964,-0.263,1,Dianne,0,49300,,2,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,0,,CALIFOR,407,1,0,0
FEINSTEIN,114,0,1295,0,9,0,6/18/15,1,71,-0.188,54ee88b11058d4d1ea6f57c99a14142f,-0.263,1,Dianne,0,49300,,2,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,0,,CALIFOR,407,1,0,0
GOHMERT,113,1,568,1,5,1,6/14/13,0,49,-0.235,3d1e58ec6a2762ca65d37e3b9015a24a,0.597,1,Louie,1,20527,0,2,FREEDOMS ENDOWED BY OUR CREATOR,0,,TEXAS,937,0,0,0
KUCINICH,112,1,231,1,0,1,5/17/12,1,24,0.024,9a0bcb675047d60a4c736318dd5cdb6c,-0.582,1,Dennis,1,29748,0,0,"{time} 1500
  NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2013",0,,OHIO,1357,1,0,0
GRASSLEY,113,0,971,1,17,1,5/8/14,0,31,-0.052,7b10960f6c09818aedc26df9e4d3d213,0.34,1,Charles,0,14226,0,0,HIRE MORE HEROES ACT OF 2014--MOTION TO PROCEED,0,,IOWA,552,0,0,0
POE,114,1,699,1,2,0,2/4/15,0,49,0.058,d90a992684609968d37a72db44dc57bb,0.592,1,Ted,1,20528,,2,THE STALKING GOVERNMENT,0,,TEXAS,956,0,0,0
KUCINICH,112,1,30,1,3,1,12/4/12,1,24,0.024,814a85e0099a25a78a2107d3bafff5aa,-0.582,1,Dennis,1,29748,0,0,THE WHITE HOUSE MUST PRODUCE ITS LEGAL JUSTIFICATION FOR DRONE STRIKES,0,,OHIO,1357,1,0,0
CALVERT,112,1,36,1,21,1,11/28/12,0,71,0.232,d86ad4607e575e64ceb5a01604c789c9,0.345,1,Ken,0,29323,1,2,HONORING MEMBERS OF CONGRESS,0,0,CALIFOR,1415,0,0,0
WHITEHOUSE,112,0,602,1,0,1,5/12/11,1,5,-0.362,4c5d4ed64c15fb137f93293d10b4db93,-0.429,1,Sheldon,1,40704,1,0,SBIR/STTR,0,0,RHODE I,408,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,bece2fd8e53882d658a74ba313d499f3,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
GRASSLEY,113,0,971,1,17,1,5/8/14,0,31,-0.052,a4e31684b6a2a5f96155171d76a93d76,0.34,1,Charles,0,14226,0,0,HIRE MORE HEROES ACT OF 2014--MOTION TO PROCEED,0,,IOWA,552,0,0,0
,109,,,,258,0,9/28/06,0,,,4f4e3b6bd1284ed15ba1231ba1672a88,,,,0,,,,COAST GUARD AUTHORIZATION ACT OF 2006,,,,,,0,
REID,107,0,901,1,,1,7/17/02,0,65,0.258,0013d0c6d1f5361568d3e5e6e0793a27,-0.276,1,Harry,1,15054,1,2,WOMEN IN THE SENATE,0,0,NEVADA,455,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,7a3743863ba9bca8ed7558ba4c744195,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
SPECTER,111,0,110,1,0,0,9/15/10,1,14,0.036,21ffce1c9bc0d0b7b002f28b693b63c3,-0.321,1,Arlen,1,94910,,1,REPORT ON FOREIGN TRAVEL,0,,PENNSYL,428,1,0,0
GRASSLEY,113,0,959,1,8,1,5/20/14,0,31,-0.052,e16c5c136c640db2b0d72e67cbd9c101,0.34,1,Charles,0,14226,0,0,BARRON NOMINATION,0,,IOWA,552,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,fa870e0e836e90a4445471f180ce94f9,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
GRASSLEY,113,0,971,1,17,1,5/8/14,0,31,-0.052,46bbaf62b02a23059224338ec8d55767,0.34,1,Charles,0,14226,0,0,HIRE MORE HEROES ACT OF 2014--MOTION TO PROCEED,0,,IOWA,552,0,0,0
MCCOLLUM,113,1,568,0,5,1,6/14/13,1,33,-0.154,a56932b21a28a1dd89d802a9ef3ee9ea,-0.425,1,Betty,1,20122,0,1,"THE McCOLLUM AMENDMENT TO THE FY14 DEFENSE APPROPRIATIONS BILL 
  PROHIBITING FUNDS FOR CIA LETHAL DRONE STRIKES",0,,MINNESO,992,1,0,0
SESSIONS,110,1,100,1,8,1,9/25/08,1,49,0.244,756a3ee734c6b3a34659342b46496056,0.585,1,Pete,0,29759,1,2,EARMARK DECLARATION,0,0,TEXAS,1238,0,0,0
POE,114,1,699,1,2,0,2/4/15,0,49,0.058,fdde5601179f6fbe5b22df42ebf44f0e,0.592,1,Ted,1,20528,,2,THE STALKING GOVERNMENT,0,,TEXAS,956,0,0,0
NYE,111,1,157,1,5,0,7/30/10,1,40,0.163,198aed2b67de044cebf65f838a99ada0,-0.03,1,Glenn,1,20950,,1,TRIBUTE TO CAPTAIN FRANK ROBERTS (RET.),0,,VIRGINI,985,1,0,0
GRASSLEY,113,0,971,1,17,1,5/8/14,0,31,-0.052,67283068cbd0bf70caf10da6684f5aeb,0.34,1,Charles,0,14226,0,0,HIRE MORE HEROES ACT OF 2014--MOTION TO PROCEED,0,,IOWA,552,0,0,0
DURBIN,109,0,1439,1,222,0,1/25/05,0,21,-0.39,af774b74644f120b949d91cf406aef54,-0.366,1,Richard,0,15021,,0,NOMINATION OF CONDOLEEZZA RICE TO BE SECRETARY OF STATE--Continued,0,,ILLINOI,514,1,0,0
OLSON,111,1,446,1,14,1,10/14/09,0,49,0.431,43027f0d74ba648406293db9b2dd81ce,0.537,1,Pete,0,20948,1,2,RECOGNIZING 100 YEARS OF MILITARY AVIATION,0,0,TEXAS,956,0,0,0
POE,114,1,699,1,2,0,2/4/15,0,49,0.058,c4b21930fb281864c71b67b0ffa5c000,0.592,1,Ted,1,20528,,2,THE STALKING GOVERNMENT,0,,TEXAS,956,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,c88f21636f2f1c7065bbcffd3d4017e3,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
ROYCE,113,1,162,1,6,,7/25/14,0,71,-0.335,aaf62cd6d4700cf8c8eb23cc5d46d7c1,0.666,1,Edward,1,29321,1,2,REMOVING UNITED STATES ARMED FORCES FROM IRAQ,0,0,CALIFOR,1002,0,0,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,79c4c5142f542ac1d1da300df1fcd497,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
FEINSTEIN,114,0,1295,0,9,0,6/18/15,1,71,-0.188,2463ad2ce97ba1c26af72d067175b198,-0.263,1,Dianne,0,49300,,2,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,0,,CALIFOR,407,1,0,0
WOOLSEY,112,1,336,0,2,0,2/2/12,1,71,-0.529,898e5821e250e8ed59a35a99408bd70a,-0.556,1,Lynn,1,29309,,2,HOW MANY MORE GROUNDHOG DAYS IN AFGHANISTAN?,0,,CALIFOR,1385,1,0,0
CHAMBLISS,107,1,86,1,,,10/9/02,1,44,0.205,a7fc5a4780fddfc2158c8fdc876ce66c,0.423,1,Saxby,1,29512,,2,AUTHORIZATION FOR USE OF MILITARY FORCE AGAINST IRAQ RESOLUTION OF 2002,0,,GEORGIA,665,0,0,0
Kanjorski,110,,688,1,30,0,2/15/07,0,,,b8954a5bf964426c0537cad571d3d7d6,,,Paul,0,,,1,IRAQ WAR RESOLUTION,,,PENNSYLVANIA,,1,0,
HUNTER,108,1,292,1,500,0,3/17/04,1,71,0.02,628e03b75d9e8ec2e6cc4a3fccfa3b0b,0.47,1,Duncan,0,14835,,2,"RELATING TO THE LIBERATION OF THE IRAQI PEOPLE AND THE VALIANT SERVICE 
  OF THE UNITED STATES ARMED FORCES AND COALITION FORCES",0,,CALIFOR,780,0,0,0
GRASSLEY,113,0,971,1,17,1,5/8/14,0,31,-0.052,c2afe8a0a6f3319a8ab304bba2872521,0.34,1,Charles,0,14226,0,0,HIRE MORE HEROES ACT OF 2014--MOTION TO PROCEED,0,,IOWA,552,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,8d7788a652ad15478dc9b48b7bc86bfb,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
BURGESS,112,1,190,1,1,1,6/27/12,0,49,-0.153,45eeebf6c438122651b0afee443d242b,0.565,1,Michael,1,20355,1,2,"TRANSPORTATION, HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2013",0,0,TEXAS,1412,0,0,0
CRUZ,113,0,2129,1,26,1,3/6/13,0,49,-0.196,bcd08d3cfa84f255e139aa16ba9ec293,0.858,1,Ted,0,41304,0,2,BRENNAN NOMINATION,0,,TEXAS,510,0,0,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,2ea0d8a996a11d16b773a45984af0a20,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
GINGREY,111,1,410,1,1,1,11/19/09,0,44,0.272,c19d196c459dc311d5521e04a989f1bf,0.561,1,Phil,1,20319,1,2,HEALTH CARE REFORM,0,0,GEORGIA,957,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,d2ae496af95a7c73801d76942fadc0cc,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,7443d7aa0bab1f542e25a5188aa3c8a5,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
MCGOVERN,113,1,218,1,18,1,5/30/14,1,3,-0.338,8fc16edd35d0eda132263ac7280637ef,-0.534,1,James,0,29729,0,0,"PROVIDING FOR CONSIDERATION OF H.R. 4745, TRANSPORTATION, HOUSING AND 
  ACT FOR FISCAL YEARS 2014 AND 2015; AND FOR OTHER PURPOSES",0,,MASSACH,1001,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,3716b821225e26f40742c6b1a0226702,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,7f5f75a532340a0d2bd45be20e66d65c,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
SHAHEEN,113,0,380,0,7,0,12/19/13,1,4,-0.457,2de014e1c14f9812ce40f641dbfb9ce6,-0.283,1,Jeanne,1,40906,,1,REMEMBERING U.S. ARMY SPECIALIST DANIEL ECKSTEIN,0,,NEW HAM,547,1,0,0
,108,,,,157,0,4/9/03,0,,,73c27d4f51bf6b7c0027ae84aa1f2fe2,,,,0,,,,UPDATING THE WAR WITH IRAQ,,,,,,0,
KUCINICH,112,1,217,1,3,1,5/31/12,1,24,0.024,f56da6cd8f559d2422dc25ed8a2eba29,-0.582,1,Dennis,1,29748,0,0,PERPETUAL WAR FOR PERPETUAL PEACE,0,,OHIO,1357,1,0,0
BYRD,109,0,411,1,13,0,11/18/05,0,56,0.729,181eb34ee662f07cc9449a7cf42fe731,-0.309,1,Robert,0,1366,,1,IRAQ,0,,WEST VI,506,1,0,0
CRENSHAW,114,1,473,1,6,0,9/18/15,0,43,0.337,8cf2177fa5f7eea0b6176d063c5209bb,0.333,1,Ander,1,20111,,1,HONORING THE USS SIMPSON,0,,FLORIDA,1109,0,0,0
CRUZ,114,0,1351,1,2,0,4/23/15,0,49,-0.196,a25ebea984b65de61dd849e94538e184,0.858,1,Ted,1,41304,,2,EXECUTIVE SESSION,0,,TEXAS,304,0,0,1
,112,,,,5,0,2/29/12,0,,,59183585e6ada5226df3960e3c632dd3,,,,1,,,,STOCK OPTION LOOPHOLE,,,,,,0,
KLOBUCHAR,114,0,1057,0,8,0,2/11/16,1,33,-0.182,bfc629a63f2ccaf0dd48eb99656b8b70,-0.237,1,Amy,0,40700,,1,U.S. POLICY TOWARD IRAN,0,,MINNESO,414,1,0,0
GOHMERT,113,1,352,1,1,1,1/16/14,0,49,-0.235,efe0a11c488a4e8c32d95001fce43a7c,0.597,1,Louie,1,20527,0,2,"{time} 1315
  FIRST CONSTITUTIONAL DUTY: PROVIDE FOR OUR COMMON DEFENSE",0,,TEXAS,937,0,0,0
MCCONNELL,114,0,1635,1,3,0,7/13/16,0,51,0.027,c0154b067e5ec64d7de1e50e9a0a157c,0.404,1,Mitch,1,14921,,1,LEGISLATION BEFORE THE SENATE,0,,KENTUCK,420,0,0,0
ENZI,113,0,667,1,27,0,3/7/13,0,68,0.228,64190adf72d4df8cfede0c1b3b0da68d,0.541,1,Michael,0,49706,,0,EXECUTIVE SESSION,0,,WYOMING,548,0,0,0
CARTER,109,1,426,1,179,1,11/3/05,1,49,0.693,b4f4c5b8f6343bfa09995f8bce41d6a3,0.466,1,John,0,20356,1,2,THE TRUTH ABOUT THE WAR IN IRAQ,0,0,TEXAS,864,0,0,0
MARKEY,113,1,226,1,10,1,5/22/14,1,3,-0.464,073248049d9792f0355ddc3ae6916991,-0.498,1,Edward,0,14435,0,0,BARRON NOMINATION,0,,MASSACH,527,1,0,0
KUCINICH,112,1,2,1,0,1,1/1/13,1,24,0.024,fc869c5a43b6f79c13e284b9e4f91181,-0.582,1,Dennis,1,29748,0,0,"URGING EUROPEAN UNION TO DESIGNATE HEZBOLLAH AS A TERRORIST 
  ORGANIZATION",0,,OHIO,1357,1,0,0
GRAHAM,114,0,1495,1,0,1,11/30/16,0,48,-0.161,1c1230655e8fece823c2a448a419a767,0.409,1,Lindsey,1,29566,1,0,AMENDING THE JUSTICE AGAINST SPONSORS OF TERRORISM BILL,0,0,SOUTH C,321,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,47d44fa0eabcdf8befdee1ea0fff410f,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
LIEBERMAN,107,0,1573,1,,0,9/13/02,0,1,-0.312,0ccd2bd9297168ae6e2a8346d36c77b9,-0.205,1,Joseph,1,15704,,0,IRAQ,0,,CONNECT,448,,0,0
POE,113,1,689,1,5,0,2/13/13,0,49,0.058,479ae3669700cf214ca157bfe99fa263,0.592,1,Ted,1,20528,,2,"THE DRONES ARE COMING,
  PAGE II",0,,TEXAS,974,0,0,0
KUCINICH,111,1,220,1,0,1,5/28/10,1,24,0.024,9458ac71362e6f00bcc6fdcf96d45b42,-0.582,1,Dennis,1,29748,0,0,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2011,0,,OHIO,982,1,0,0
Carper,115,,616,1,1,0,4/27/17,0,,,32e79559c8a1a0ba438fe7d8248d79c8,,,Thomas,1,,,0,EXECUTIVE SESSION,,,DELAWARE,,1,0,
GRASSLEY,113,0,959,1,8,1,5/20/14,0,31,-0.052,2b25f026111d7440ff734e8340f79897,0.34,1,Charles,0,14226,0,0,BARRON NOMINATION,0,,IOWA,552,0,0,0
MCCONNELL,108,0,1690,1,563,1,5/19/04,1,51,0.027,4836a68d8dff2ba912cc42cb8bc27227,0.404,1,Mitch,0,14921,1,1,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2005,0,0,KENTUCK,509,0,0,0
TOOMEY,113,0,1399,1,26,1,3/6/13,0,14,-0.228,cb12de50f2ab66060d3d3d2aede21729,0.623,1,Patrick,0,29935,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,PENNSYL,534,0,0,1
MCCAIN,114,0,26,1,8,1,12/8/16,0,61,-0.621,5293d75682ca2e03a9a5cf95b4ba7299,0.382,1,John,0,15039,0,2,MINERS PROTECTION ACT,0,,ARIZONA,410,0,0,0
REID,111,0,530,1,5,0,7/22/09,1,65,0.258,610a8642e29f9bec95f84d4848d6a2e5,-0.276,1,Harry,1,15054,,2,DEPARTMENT OF DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2010--Continued,0,,NEVADA,616,1,0,0
KUCINICH,112,1,49,1,8,1,11/15/12,1,24,0.024,4b06312da8e376d322f16665e9ac4768,-0.582,1,Dennis,0,29748,0,0,COMBAT DRONE PROGRAMS,0,,OHIO,1357,1,0,0
MCCAIN,113,0,1398,1,27,1,3/7/13,0,61,-0.621,7c5a63c6e8809fb15a26490b018681a8,0.382,1,John,0,15039,1,2,EXECUTIVE SESSION,0,0,ARIZONA,525,0,0,0
POE,114,1,615,1,8,0,4/29/15,0,49,0.058,ac9ba15e2abf7a94d1cea26508d96585,0.592,1,Ted,0,20528,,2,IRAN IS THE WORLD THREAT TO PEACE,0,,TEXAS,956,0,0,0
BOND,107,0,817,1,,,10/9/02,1,34,-0.169,f5d07bf0b5ab4acc61b6c2dc3c01ae74,0.31,1,Christopher,1,15501,,0,THE IRAQ RESOLUTION,0,,MISSOUR,451,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,0698840768be030b6181fa3b3cf8f17c,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
GRASSLEY,113,0,959,1,8,1,5/20/14,0,31,-0.052,caa6493313c2924a796bd25cc356e3de,0.34,1,Charles,0,14226,0,0,BARRON NOMINATION,0,,IOWA,552,0,0,0
TOOMEY,113,0,1399,1,26,1,3/6/13,0,14,-0.228,e670dabb96775015f1eb32eed8376ccb,0.623,1,Patrick,0,29935,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,PENNSYL,534,0,0,1
MCCAIN,112,0,1666,1,5,1,6/12/12,0,61,-0.621,d538492772d5ab142911b3c250600e28,0.382,1,John,1,15039,1,2,EXECUTIVE SESSION,0,0,ARIZONA,387,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,cc7ec5f2108555a8e853375e5f00dc0b,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
NELSON,114,0,989,1,8,0,4/19/16,1,43,0.314,6ad0d98d26b8b4af1a4c1a45b7ceb2d3,-0.189,1,Bill,0,14651,,1,FAA REAUTHORIZATION BILL,0,,FLORIDA,394,1,0,0
WOOLSEY,112,1,469,0,1,1,9/22/11,1,71,-0.529,aba3004fcd73f188bbad0ed94deab2c6,-0.556,1,Lynn,1,29309,0,2,OPPOSING AUTOMATED KILLER DRONES,0,,CALIFOR,1385,1,0,0
,112,,,,0,1,6/23/11,0,,,e2902b354d44affcd8bac63d84bae9cd,,,,1,,1,,PRESIDENTIAL APPOINTMENT EFFICIENCY AND STREAMLINING ACT OF 2011,,0,,,,0,
WYDEN,113,0,1399,1,26,1,3/6/13,1,72,-0.441,63da72819707feb8597bfbde31de746b,-0.313,1,Ron,0,14871,0,1,BRENNAN NOMINATION,0,,OREGON,552,1,0,0
GOHMERT,114,1,726,1,4,1,1/8/15,0,49,-0.235,008ecaa77b9bcab57efb2f9068e8c88f,0.597,1,Louie,1,20527,1,2,GETTING THE COUNTRY ON TRACK,0,0,TEXAS,1068,0,0,0
POE,112,1,163,1,1,0,7/24/12,0,49,0.058,9e124e97187747cf6943cecdc95ccbe9,0.592,1,Ted,1,20528,,2,THE DRONES ARE COMING,0,,TEXAS,1409,0,0,0
FEINSTEIN,113,0,2128,0,27,1,3/7/13,1,71,-0.188,38fa7a802b8673e9d7b136f7915ffd33,-0.263,1,Dianne,0,49300,1,2,EXECUTIVE SESSION,0,0,CALIFOR,523,1,0,0
BURGESS,113,1,208,1,5,1,6/9/14,0,49,-0.153,91f151b7d662f8f73090a65acfef2e0b,0.565,1,Michael,1,20355,1,2,"TRANSPORTATION, HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2015",0,0,TEXAS,1003,0,0,0
QUIGLEY,111,1,558,1,1,1,6/24/09,1,21,-0.301,7188214d2d827cb5c9d56f90afd91e06,-0.319,2,Mike,1,20954,1,0,"PROVIDING FOR CONSIDERATION OF H.R. 2647, NATIONAL DEFENSE 
  AUTHORIZATION ACT FOR FISCAL YEAR 2010",2,0,ILLINOI,849,1,0,0
POE,114,1,202,1,3,1,6/15/16,0,49,0.058,26087143e5a6e583020957938d4d44f9,0.592,1,Ted,1,20528,1,2,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2017",0,0,TEXAS,956,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,ff1886ca7d4dbca5f9db811831c2bfc1,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
Barrasso,113,,2129,1,26,1,3/6/13,0,,,8b46593ccaa0c2a1bea750465f4f55b7,,,John,0,,0,0,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,WYOMING,,0,0,
QUIGLEY,111,1,157,1,5,1,7/30/10,1,21,-0.301,5d6bfeafab3f4fd56003f9788e4b42ea,-0.319,2,Mike,1,20954,1,0,DOD AND DEBT/DEFICIT,2,0,ILLINOI,849,1,0,0
MCGOVERN,113,1,218,1,18,1,5/30/14,1,3,-0.338,c7f594dde329af4758761af41b8dc614,-0.534,1,James,0,29729,0,0,"PROVIDING FOR CONSIDERATION OF H.R. 4745, TRANSPORTATION, HOUSING AND 
  ACT FOR FISCAL YEARS 2014 AND 2015; AND FOR OTHER PURPOSES",0,,MASSACH,1001,1,0,0
