last_name,congress,house,days_until_term_ends,sex,days_since_strike,relevant,date,loyalty,state_code,dim_2,id,dim_1,office_attainment_type,first_name,strike_recently,icpsr,sentiment,dronebase,title,occupancy,restraining,state,votes,party,filibuster,extreme
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,a55069da4781db522945bedb959f9929,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
MCCONNELL,114,0,1943,1,0,0,9/9/15,0,51,0.027,68a3b2b5808b420e8d12422ee8947575,0.404,1,Mitch,1,14921,,1,HIRE MORE HEROES ACT OF 2015--Continued,0,,KENTUCK,420,0,0,0
DEFAZIO,114,1,181,1,2,0,7/6/16,1,72,-0.01,2456621a2d248209266d8f7bfa72e180,-0.429,1,Peter,1,15410,,1,"FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS ACT, 2017",0,,OREGON,1032,1,0,0
Poe,115,,618,1,1,1,4/25/17,1,,,3d7edef061ad5ab2982c4c5f37ce008f,,,Ted,1,,1,2,DO EVERYTHING TO SECURE THE BORDER,,0,TEXAS,,0,0,
MCGOVERN,112,1,580,1,0,1,6/3/11,1,3,-0.338,fdc9d54d006b6e867a52c1cad0038b4c,-0.534,1,James,1,29729,0,0,"PROVIDING FOR CONSIDERATION OF H. RES. 292, REGARDING DEPLOYMENT OF 
  H. CON. RES. 51, LIBYA WAR POWERS RESOLUTION",0,,MASSACH,1426,1,0,0
,111,,,,3,1,7/13/09,0,,,ff239cdd0b2278bae58b72982847bb54,,,,1,,,,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2010--Continued,,,,,,0,
BURGESS,112,1,190,1,1,1,6/27/12,0,49,-0.153,51baf96310eee848a1faec1d664431aa,0.565,1,Michael,1,20355,0,2,"TRANSPORTATION, HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2013",0,,TEXAS,1412,0,0,0
,114,,,,3,0,4/14/16,0,,,c279c542b05c5aeb255380856d14430f,,,,1,,,,FAA REAUTHORIZATION BILL,,,,,,0,
CORNYN,113,0,564,1,9,0,6/18/13,0,49,-0.007,7d97d9c212a61790b700c80c3cd6fd5a,0.499,1,John,0,40305,,2,"BORDER SECURITY, ECONOMIC OPPORTUNITY, AND IMMIGRATION MODERNIZATION 
  ACT--Continued",0,,TEXAS,534,0,0,0
MCKEON,112,1,589,1,2,1,5/25/11,0,71,0.208,0523d72d8ef8b31a5338f89c95f7578f,0.396,1,Howard,1,29315,0,2,"{time} 2000
  NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2012--Continued",0,,CALIFOR,1388,0,0,0
GRAHAM,113,0,667,1,27,1,3/7/13,0,48,-0.161,cada06775fa36d1a5b2cebe33b1e566b,0.409,1,Lindsey,0,29566,1,0,EXECUTIVE SESSION,0,0,SOUTH C,513,0,0,0
GRAHAM,113,0,667,1,27,1,3/7/13,0,48,-0.161,79a3cb743ae87a5c865ce3b683cc143f,0.409,1,Lindsey,0,29566,1,0,EXECUTIVE SESSION,0,0,SOUTH C,513,0,0,0
LEAHY,113,0,957,1,10,1,5/22/14,1,6,-0.15,e8be42fc6aad892d251601fda58df0ee,-0.375,1,Patrick,0,14307,1,0,JUDICIAL NOMINATIONS,0,0,VERMONT,545,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,c3cd92ed464f38af991cc5e4ec89e248,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
REED,109,0,849,1,237,1,9/7/06,0,5,-0.289,76d1ed09f82ca0d4999c260dbe24f263,-0.39,1,John,0,29142,1,0,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2007",0,0,RHODE I,519,1,0,0
MARKEY,113,1,226,1,10,1,5/22/14,1,3,-0.464,74e4c90c34e15eb278c97214fa9e581d,-0.498,1,Edward,0,14435,0,0,BARRON NOMINATION,0,,MASSACH,527,1,0,0
Ruppersberger,112,,3,1,2,1,12/31/12,1,,,9bb08bba661141ff424acdd30a258d15,,,C.,1,,1,1,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2013,,0,MARYLAND,,1,0,
DUNCAN,113,1,632,1,20,1,4/11/13,0,54,-0.425,2b5de0914a9836ce87323caf74727108,0.599,1,John,0,15455,,0,HONORING HARRISON AKINS,0,,TENNESS,1014,0,0,0
DORGAN,111,0,607,1,7,1,5/6/09,1,36,0.09,b5ca0a67ee35e73ac3eb9194bb40e414,-0.267,1,Byron,1,14812,,2,WEAPON SYSTEMS ACQUISITION REFORM ACT OF 2009,0,,NORTH D,607,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,df7210c7aaf4d9cc2933a1c07c5edec5,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
KUCINICH,111,1,160,1,2,1,7/27/10,1,24,0.024,2c999081e664f25be39483a0ca6cf182,-0.582,1,Dennis,1,29748,0,0,PAKISTAN WAR POWERS RESOLUTION,0,,OHIO,982,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,6c1cc357be1f0e321d6513eb41ade737,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
INOUYE,107,0,887,1,,1,7/31/02,0,82,0.062,d350bfd2680dbfc9d74d7bc54d852f91,-0.319,1,Daniel,1,4812,1,1,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2003",0,0,HAWAII,428,1,0,0
CUMMINGS,111,1,524,1,11,1,7/28/09,1,52,-0.14,0b3c35fca32e9d5a0b9b9a2037056d5d,-0.439,1,Elijah,0,29587,0,1,COAST GUARD ACQUISITION REFORM ACT OF 2009,0,,MARYLAN,972,1,0,0
,111,,,,0,1,9/27/10,0,,,5af53c07a34c3c1b3f9ef5cf8bda7610,,,,1,,1,,SECURITY COOPERATION ACT OF 2010,,0,,,,0,
EDWARDS,109,1,229,1,126,1,5/19/06,0,49,0.5,cdf6e68ea1bb7e77b02e6668fa60ef87,-0.226,1,Thomas,0,29144,1,2,"{time} 1045
  APPROPRIATIONS ACT, 2007",0,0,TEXAS,881,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,68d403f1ddea2cbf5745ea84e20e23bf,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,3836e87a03281b26345d60526ec5500b,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
WOOLSEY,112,1,211,0,2,1,6/6/12,1,71,-0.529,6b59f4c9c31595bad0129bfa77168608,-0.556,1,Lynn,1,29309,0,2,"SMART SECURITY: BY HELPING PEOPLE, WE HELP OURSELVES",0,,CALIFOR,1385,1,0,0
INOUYE,111,0,35,1,1,0,11/29/10,1,82,0.062,80111e46f007480d59345a1a828822f4,-0.319,1,Daniel,1,4812,,1,FDA FOOD SAFETY MODERNIZATION ACT--Continued,0,,HAWAII,612,1,0,0
DAYTON,108,0,1268,1,254,0,7/15/03,0,33,0.209,496def7e58d32823bcdb7a677e869d81,-0.421,1,Mark,0,40101,,1,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2004",0,,MINNESO,508,1,0,0
COONS,112,0,1115,1,28,0,12/15/11,1,11,-0.249,5c8b36e7c416bd0092587f7fb72f3fe9,-0.302,1,Chris,0,40916,,0,"NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2012--CONFERENCE 
  REPORT",0,,DELAWAR,409,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,022f956e9bd5fe54fbd2a79bd27cf2db,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
WYDEN,113,0,1399,1,26,1,3/6/13,1,72,-0.441,859e88abdc322b54d3934d94755c020f,-0.313,1,Ron,0,14871,1,1,BRENNAN NOMINATION,0,0,OREGON,552,1,0,0
,110,,,,10,1,9/27/08,0,,,490260da19449be85c83bb36c481289d,,,,0,,1,,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION AUTHORIZATION ACT OF 2008,,0,,,,0,
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,dd44ac4d4aae42569af55af65b4bd2cb,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
COFFMAN,112,1,429,1,1,0,11/1/11,0,62,-0.119,cc42ef2c4842cd1b9c59da20ddbbcce9,0.496,1,Mike,1,20906,,1,"TRIBUTE IN HONOR OF RETIREMENT OF MASTER GUNNERY SERGEANT STEPHEN A. 
  GOULD, USMCR",0,,COLORAD,1424,0,0,0
KYL,110,0,2040,1,38,0,6/4/07,1,61,-0.455,1022fa95d588d752e9ba028f8be813e3,0.548,1,Jon,0,15429,,2,COMPREHENSIVE IMMIGRATION REFORM ACT OF 2007,0,,ARIZONA,541,0,0,0
KERRY,112,0,590,1,2,1,6/22/11,1,3,-0.382,b7e082526dd74c52d668dacfb93e80e0,-0.352,1,John,1,14920,0,0,PRESIDENTIAL APPOINTMENT EFFICIENCY AND STREAMLINING ACT OF 2011,0,,MASSACH,390,1,0,0
JONES,111,1,482,1,0,1,9/8/09,0,47,-0.226,8632872137f6c49cc1c521d39806a85a,0.243,1,Walter,1,29546,0,1,U.S. PRESENCE IN AFGHANISTAN,0,,NORTH C,942,0,0,0
MCCOLLUM,113,1,568,0,5,1,6/14/13,1,33,-0.154,d622f8c1dcd9f1c7ce056339c4aea60f,-0.425,1,Betty,1,20122,0,1,"THE McCOLLUM AMENDMENT TO THE FY14 DEFENSE APPROPRIATIONS BILL 
  PROHIBITING FUNDS FOR CIA LETHAL DRONE STRIKES",0,,MINNESO,992,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,bbca8e99ae9bc86759adc03898ee992b,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
POE,113,1,562,1,11,0,6/20/13,0,49,0.058,d95358206551b79c83389156c7bc4a44,0.592,1,Ted,0,20528,,2,FBI USES DRONES DOMESTICALLY TO PEEP ON AMERICANS,0,,TEXAS,974,0,0,0
KUCINICH,112,1,106,1,9,1,9/19/12,1,24,0.024,04e200b525136275a3e5f4b450680958,-0.582,1,Dennis,0,29748,0,0,HONORING THE FOUR UNITED STATES PUBLIC SERVANTS WHO DIED IN LIBYA,0,,OHIO,1357,1,0,0
ENZI,113,0,667,1,27,1,3/7/13,0,68,0.228,58718a7e7ee2539a8b2887fc71b18f26,0.541,1,Michael,0,49706,,0,EXECUTIVE SESSION,0,,WYOMING,548,0,0,0
KERRY,107,0,86,1,,,10/9/02,0,3,-0.382,8678ab603279b8c436e6d87926d21846,-0.352,1,John,1,14920,,0,"AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ--
  Continued",0,,MASSACH,443,1,0,0
SKELTON,107,1,225,1,,1,5/23/02,0,34,0.724,bff523c5a2b7f87cafced01bf312412f,-0.172,1,Ike,1,14451,1,0,"2002 SUPPLEMENTAL APPROPRIATIONS ACT FOR FURTHER RECOVERY FROM AND 
  RESPONSE TO TERRORIST ATTACKS ON THE UNITED STATES",0,0,MISSOUR,663,1,0,0
LOUDERMILK,114,1,560,1,14,1,6/23/15,0,44,-0.058,65e8716dad302eab07e3c1d70a91f9fc,0.671,1,Barry,0,21515,1,2,HOMELAND SECURITY DRONE ASSESSMENT AND ANALYSIS ACT,0,0,GEORGIA,1095,0,0,1
CARPER,113,0,2031,1,3,1,6/12/13,1,11,-0.222,cf3b075f27015a367b66feeaa5a35e0a,-0.174,1,Thomas,1,15015,1,0,"BORDER SECURITY, ECONOMIC OPPORTUNITY, AND IMMIGRATION MODERNIZATION 
  ACT",0,0,DELAWAR,551,1,0,0
GOHMERT,113,1,696,1,0,1,2/6/13,0,49,-0.235,5b759dbf52557d364b3f82d1b86daeb8,0.597,1,Louie,1,20527,0,2,NATIONAL SECURITY ISSUES,0,,TEXAS,937,0,0,0
WICKER,114,0,1296,1,8,1,6/17/15,0,46,0.435,9c78cfd876095a38f17f8db0fe12029c,0.374,1,Roger,0,29534,1,1,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2016,0,0,MISSISS,415,0,0,0
INHOFE,111,0,1510,1,2,1,11/15/10,0,53,0.039,fbb6da5aaa3f4089226ad75715736239,0.552,1,James,1,15424,0,0,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,0,,OKLAHOM,594,0,0,0
KUCINICH,112,1,49,1,8,1,11/15/12,1,24,0.024,afe6c55804853569d299bc7150fa3870,-0.582,1,Dennis,0,29748,0,0,COMBAT DRONE PROGRAMS,0,,OHIO,1357,1,0,0
KUCINICH,112,1,2,1,0,1,1/1/13,1,24,0.024,fb587d8d0dbeef4a8be80c5272d3a704,-0.582,1,Dennis,1,29748,0,0,"URGING EUROPEAN UNION TO DESIGNATE HEZBOLLAH AS A TERRORIST 
  ORGANIZATION",0,,OHIO,1357,1,0,0
PAUL,113,0,1398,1,27,1,3/7/13,0,51,-0.5,427150492aa63d41f809fa18187bdb7d,0.866,1,Rand,0,41104,0,1,EXECUTIVE SESSION,0,,KENTUCK,537,0,0,1
,113,,,,10,1,3/20/13,0,,,de6905b71f0bee643c17754e2ac989b7,,,,0,,0,,CONCURRENT RESOLUTION ON THE BUDGET FISCAL YEAR 2014,,,,,,0,
Gohmert,115,,664,1,4,1,3/10/17,1,,,f78ec094a354e6699b5d153977f42356,,,Louie,1,,0,2,THERE ARE RADICAL ISLAMISTS WHO WANT TO DESTROY OUR WAY OF LIFE,,,TEXAS,,0,0,
WOOLSEY,110,1,310,0,0,0,2/28/08,0,71,-0.529,c8f8eb8a60590eb2a6eb22d1da1993a1,-0.556,1,Lynn,1,29309,,2,"100TH ANNIVERSARY OF LARKSPUR, CALIFORNIA",0,,CALIFOR,1288,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,f972ab0154bc638a3b016abbc00d4cda,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
SPECTER,111,0,13,1,4,0,12/21/10,1,14,0.036,6588eb629cf64c84ee1dd72b3b12278e,-0.321,1,Arlen,1,94910,,1,"MILITARY CONSTRUCTION AND VETERANS AFFAIRS AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2010",0,,PENNSYL,428,1,0,0
GRAHAM,112,0,885,1,3,1,8/1/12,0,48,-0.161,65c9e3fb35bdcd81e217f638eb3182f6,0.409,1,Lindsey,1,29566,0,0,VETERANS JOBS CORPS ACT OF 2012--MOTION TO PROCEED,0,,SOUTH C,401,0,0,0
Barrasso,113,,2129,1,26,1,3/6/13,0,,,f6a270f2eccf7d501f2fb688e3b9c4eb,,,John,0,,0,0,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,WYOMING,,0,0,
DURBIN,114,0,1843,1,16,0,12/18/15,1,21,-0.39,5cff685f0b820ef294e2268a907a586c,-0.366,1,Richard,0,15021,,0,"CONSOLIDATED APPROPRIATIONS ACT, 2016",0,,ILLINOI,411,1,0,0
KUCINICH,112,1,470,1,0,1,9/21/11,1,24,0.024,132f7b19c6e9e72eea2a2e4fdf07c343,-0.582,1,Dennis,1,29748,0,0,"CONTINUING APPROPRIATIONS ACT, 2012",0,,OHIO,1357,1,0,0
,113,,,,26,1,3/6/13,0,,,d3f8a574f660e54e82e2154009c10325,,,,0,,,,BRENNAN NOMINATION,,,,,,0,
NELSON,114,0,938,1,0,0,6/9/16,1,43,0.314,d453e6d84137ce326c42cbb1c3b2fbfb,-0.189,1,Bill,1,14651,,1,SECTION 2152 OF THE FEDERAL AVIATION REAUTHORIZATION BILL,0,,FLORIDA,394,1,0,0
COBURN,113,0,675,1,19,0,2/27/13,0,53,0.055,a2eb7db8449446342e252faea2f99580,0.782,1,Thomas,0,29555,,0,EXECUTIVE SESSION,0,,OKLAHOM,442,0,0,1
Ruppersberger,108,,423,1,369,1,11/7/03,0,,,25d1186adf600676a592de2c08b60cbb,,,C.,0,,1,1,"CONFERENCE REPORT ON H.R. 1588, NATIONAL DEFENSE AUTHORIZATION ACT FOR 
  FISCAL YEAR 2004",,0,MARYLAND,,1,0,
GRAHAM,113,0,667,1,27,1,3/7/13,0,48,-0.161,5c13f60e61191c84f86a73dddc71baa5,0.409,1,Lindsey,0,29566,1,0,EXECUTIVE SESSION,0,0,SOUTH C,513,0,0,0
DRAKE,109,1,280,0,75,0,3/29/06,1,40,0.287,055f3840e4a555a0ffef57e7e5e6d053,0.402,1,Thelma,0,20534,,1,OFFICIAL TRUTH SQUAD,0,,VIRGINI,891,0,0,0
,110,,,,8,0,5/22/08,0,,,c7182e8c6d3f85386983a713263a5887,,,,0,,,,DUNCAN HUNTER NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2009,,,,,,0,
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,cdd3c825814e3f5717c71658a4827821,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
NELSON,114,0,1080,1,0,1,1/19/16,1,43,0.314,c1163cd833ce22d90a93db1b77775e57,-0.189,1,Bill,1,14651,1,1,DRONES,0,0,FLORIDA,394,1,0,0
FLAKE,113,0,2129,1,26,1,3/6/13,0,61,-0.559,b771d4f271e88999ad179909e5cf668f,0.829,1,Jeff,0,20100,1,2,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,0,ARIZONA,535,0,0,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,bd9fe8702471ba1f0a91080e57336b46,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
GRASSLEY,113,0,1254,1,1,0,7/29/13,0,31,-0.052,b318fecaa64458e3868b1f8d40b19547,0.34,1,Charles,1,14226,,0,EXECUTIVE SESSION,0,,IOWA,552,0,0,0
PAYNE,109,1,100,1,255,1,9/25/06,0,12,-0.547,5416e40b30ef3bd3783662fc8f1f942d,-0.592,1,Donald,0,15619,1,1,"CALLING ON THE PRESIDENT TO TAKE IMMEDIATE STEPS TO HELP IMPROVE THE 
  SECURITY SITUATION IN DARFUR, SUDAN",0,0,NEW JER,795,1,0,0
BURGESS,113,1,208,1,5,0,6/9/14,0,49,-0.153,7920466cc1717f826000acefb59d64cc,0.565,1,Michael,1,20355,,2,"TRANSPORTATION, HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2015",0,,TEXAS,1003,0,0,0
SHIMKUS,108,1,279,1,513,0,3/30/04,1,21,0.172,f9f25abb6d684171215caaa0c5fbbd40,0.371,1,John,0,29718,,0,"WELCOMING THE ACCESSION OF BULGARIA, ESTONIA, LATVIA, LITHUANIA, 
  ORGANIZATION",0,,ILLINOI,828,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,66fe46c9e8930baf6f86b15cf956a484,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
DORGAN,110,0,843,1,0,1,9/12/08,0,36,0.09,49d1ad5e367db3266f689eb6871e799c,-0.267,1,Byron,1,14812,,2,MINERALS MANAGEMENT SERVICE,0,,NORTH D,541,1,0,0
MURKOWSKI,107,0,76,1,,0,10/4/02,1,81,-0.275,de014fef84377585ed59455c6fa12aa3,0.346,1,Frank,1,14907,,0,"AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ--
  MOTION TO PROCEED",0,,ALASKA,420,0,0,0
PERRY,113,1,478,1,6,1,9/12/13,0,14,-0.288,aee4fc3b7ad0f80278487ac4b561e082,0.647,1,Scott,1,21356,,1,"{time} 1145
  INVESTIGATING BENGHAZI",0,,PENNSYL,1016,0,0,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,37720d7ea3e007ce0c07773730dbc606,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
CRUZ,113,0,1927,1,2,1,9/24/13,0,49,-0.196,f6c2d86faac29b164ca0feb4a169d521,0.858,1,Ted,1,41304,0,2,"MAKING CONTINUING APPROPRIATIONS FOR FISCAL YEAR 2014--MOTION TO 
  PROCEED--Continued",0,,TEXAS,510,0,0,1
KUCINICH,112,1,2,1,0,1,1/1/13,1,24,0.024,fd3657175a9db44988ef6d38b2255731,-0.582,1,Dennis,1,29748,0,0,"URGING EUROPEAN UNION TO DESIGNATE HEZBOLLAH AS A TERRORIST 
  ORGANIZATION",0,,OHIO,1357,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,62574fb78bc85875b9a5785bfc5abd57,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
GORDON,109,1,382,1,16,1,12/17/05,0,54,0.286,a0dd51d4dce4d7c2ef5339a216a92af7,-0.204,1,Barton,0,15100,1,0,"CONFERENCE REPORT ON S. 1281, NATIONAL AERONAUTICS AND SPACE 
  ADMINISTRATION AUTHORIZATION ACT OF 2005",0,0,TENNESS,876,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,842f756fa18eae6f3955e1bea1e3be12,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
,114,,,,0,0,12/2/15,0,,,563f0c2adbb0ee2820f8ef14ed84f4f2,,,,1,,,,NORTH AMERICAN ENERGY SECURITY AND INFRASTRUCTURE ACT OF 2015,,,,,,0,
CONYERS,112,1,645,1,13,1,3/30/11,1,23,-0.465,0097e97dea96d5a77e00e6117ee19d40,-0.66,1,John,0,10713,0,0,AFGHANISTAN WAR POWERS RESOLUTION,0,,MICHIGA,1363,1,0,1
PAUL,113,0,1119,1,2,1,12/11/13,0,51,-0.5,4728880ac9b6ed9994d8d08700709502,0.866,1,Rand,1,41104,0,1,"NOMINATION OF PATRICIA M. WALD TO BE A MEMBER OF THE PRIVACY AND CIVIL 
  LIBERTIES OVERSIGHT BOARD",0,,KENTUCK,537,0,0,1
WYDEN,113,0,1399,1,26,1,3/6/13,1,72,-0.441,002c5a3e5a374daca3c435fc81d4864a,-0.313,1,Ron,0,14871,0,1,BRENNAN NOMINATION,0,,OREGON,552,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,3a9a7bc197fe42b35b466dbe70d61ed8,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
DOYLE,111,1,300,1,1,1,3/9/10,1,14,0.13,ab7b150997936efcb4f0c0db9443ef5e,-0.325,1,Michael,1,29561,1,1,NATIONAL ROBOTICS WEEK,0,0,PENNSYL,938,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,e025e9d6ab695cd398b9d2371d821c74,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
ADERHOLT,111,1,565,1,3,0,6/17/09,0,41,0.688,149dcc06305b292fa36df672a2ab3089,0.358,1,Robert,1,29701,,1,EARMARK DECLARATION,0,,ALABAMA,954,0,0,0
HALL,112,1,251,1,1,0,4/27/12,0,49,0.308,7d234740a5d67536209a8a8fa5390f17,0.424,1,Ralph,1,94828,,2,"{time} 0950
  DEVELOPMENT ACT OF 2012",0,,TEXAS,1410,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,5a449c1d1d0810d2c4c7fa367df10f44,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
,109,,,,222,0,1/25/05,0,,,eef753203732037c99baf37ee5ece0af,,,,0,,,,NOMINATION OF CONDOLEEZZA RICE TO BE SECRETARY OF STATE,,,,,,0,
HOEVEN,112,0,2160,1,12,1,2/4/11,0,36,0.415,525df8f8fb0f113e3c829f6194a2d5b7,0.334,1,John,0,41107,1,2,FAA REAUTHORIZATION,0,0,NORTH D,404,0,0,0
Gosar,115,,561,1,5,0,6/21/17,1,,,4ad67b1a0bc81884af202fa629522ea1,,,Paul,1,,,2,ELECTRICITY RELIABILITY AND FOREST PROTECTION ACT,,,ARIZONA,,0,0,
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,9f648c943936d391bca7410939b34720,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,7afa1993b651b0e4e3fff4613f41d71c,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
KUCINICH,112,1,30,1,3,1,12/4/12,1,24,0.024,d72d4d031ecda20f2ef07cde74e87b7c,-0.582,1,Dennis,1,29748,0,0,THE WHITE HOUSE MUST PRODUCE ITS LEGAL JUSTIFICATION FOR DRONE STRIKES,0,,OHIO,1357,1,0,0
MCCAIN,112,0,1785,1,5,1,2/14/12,0,61,-0.621,a09b60cd5ecb0e498068a40dae9f9e33,0.382,1,John,1,15039,1,2,"NOMINATION OF ADALBERTO JOSE JORDAN TO BE UNITED STATES CIRCUIT JUDGE 
  FOR THE ELEVENTH CIRCUIT--Continued",0,0,ARIZONA,387,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,9453ed036f08f54b3618411782906a00,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
Abercrombie,110,,227,1,7,1,5/21/08,0,,,b73d1fa77368ea8bd3a22ce19a1aac3e,,,Neil,1,,1,1,DUNCAN HUNTER NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2009,,0,HAWAII,,1,0,
LANGEVIN,112,1,231,1,0,1,5/17/12,1,5,0.111,59ab97b053a95b4d25bc8f28cadc84ea,-0.375,1,James,1,20136,0,0,"{time} 1500
  NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2013",0,,RHODE I,1414,1,0,0
,113,,,,27,1,3/7/13,0,,,419358b4b3a4f8f33f914a02d59b9331,,,,0,,0,,EXECUTIVE SESSION,,,,,,0,
FEINSTEIN,114,0,1295,0,9,0,6/18/15,1,71,-0.188,44129b82cc08666fac14c73720a9fd22,-0.263,1,Dianne,0,49300,,2,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,0,,CALIFOR,407,1,0,0
MARKEY,112,1,198,1,0,0,6/19/12,1,3,-0.464,dd86238eab4ec71000e57b28ce676eb2,-0.498,1,Edward,1,14435,,0,CONSERVATION AND ECONOMIC GROWTH ACT,0,,MASSACH,1396,1,0,0
PLATTS,107,1,85,1,,0,10/10/02,1,14,-0.15,bf2a6c792b427b2771f1426cc11702c8,0.252,1,Todd,1,20135,,1,AUTHORIZATION FOR USE OF MILITARY FORCE AGAINST IRAQ RESOLUTION OF 2002,0,,PENNSYL,644,0,0,0
